*	name	Español
*	card-order	3
*	tts-voice	0,99,0,0,0
*	siri-tts-voice	,Siri|es-MX||com.apple.ttsbundle.Paulina-compact|español (México)|Siri,,,
*	card-theme	Chalkboard - Clear
*	notify-off	1
*	tsv	true
*	deck-stats-1	2636,2853,9993,0,61,70,77,85,159,155,113,50,117,0,70,52,62,87,130,0,135,20,70,88,70,88,93,106,30,70,119,34,107,1665,0,0,0,0,0,26,45,43,0,0,0,29,0,0,41,0,0,0,0,0,32,9,48,5,0,0,0,45,0,0,17475,0,151,158,154,198,200,171,102,140,273,0,111,127,155,122,311,0,205,50,167,144,176,104,151,189,63,174,164,83,252,14569,0,135,134,128,178,155,132,93,117,244,0,100,111,136,110,281,0,178,42,146,121,155,82,121,158,53,156,145,73,217,4927,0,0,0,0,0,142,179,170,0,0,0,96,0,0,140,0,0,0,0,0,107,28,162,15,0,0,0,162,0,0,6273,0,75,68,75,121,70,77,51,47,136,0,54,58,75,57,148,0,104,13,82,59,103,25,38,92,23,103,120,36,113,680642,0,7505,6815,6129,6257,2104,5107,6159,5660,13911,0,5901,7029,5270,7041,18468,0,8444,394,2952,2762,5137,1412,3281,6271,2394,5322,9790,1788,5631,14601,12193,4162,3549,2210,1861
*	deck-stats-2	2640,2852,8279,116,0,91,124,149,122,99,58,98,0,74,23,57,74,122,66,1,18,36,84,98,126,82,40,15,58,90,17,67,0,1349,0,0,0,0,26,45,43,0,0,0,29,0,0,41,0,0,0,0,0,32,9,48,5,0,0,0,45,0,0,0,14380,260,0,163,241,158,130,102,123,197,0,100,58,126,57,254,100,0,55,87,100,179,114,130,106,34,124,41,40,148,0,12500,206,0,135,170,141,108,87,116,181,0,90,54,115,52,239,87,0,52,81,90,160,97,117,103,34,111,38,37,130,0,4856,0,0,0,0,146,152,155,0,0,0,100,0,0,153,0,0,0,0,0,126,31,186,16,0,0,0,176,0,0,0,6873,59,0,80,81,103,73,39,76,99,0,44,24,66,12,108,70,0,25,54,39,107,34,71,79,22,82,19,21,62,0,734333,5224,0,6614,4924,7061,5327,6248,8690,11428,0,4669,2736,2259,3103,16960,2090,0,3004,2580,2434,7214,6655,9135,4353,1361,3678,1472,725,3061,0,11329,9592,3683,3360,2333,2137
*	deck-stats-3	2671,2672,0,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3804,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Text 1	Text 2	Category 1	Category 2	Text 3	Text 4	Statistics 1	Statistics 2	Statistics 3	Notes
"счастливый
благоприятный"	próspero					2,0,7,4,4,5,48,2017-10-23 10:26,2017-10-25 10:26	2,0,5,3,4,5,59,2017-10-21 18:05,2017-10-24 05:05		
сыр	queso					2,0,9,9,9,8,1225,2017-10-09 11:00,2017-11-29 12:00	2,0,9,9,10,11,1781,2017-10-21 18:32,2018-01-03 23:32		
сырой	crudo					2,0,11,10,4,5,579,2017-10-16 10:24,2017-11-09 13:24	2,0,8,8,8,6,1096,2017-09-22 10:11,2017-11-07 02:11		
"таблетка
брусок"	pastilla					2,0,7,5,4,5,101,2017-10-22 20:22,2017-10-27 01:22	2,0,4,3,1,2,57,2017-10-21 18:29,2017-10-24 03:29		
"тайный
секретный"	"clandestino

<u>clandestinas</u> cuentas"					2,0,10,5,6,7,144,2017-10-19 20:55,2017-10-25 20:55	2,0,5,4,1,2,83,2017-10-23 10:46,2017-10-26 21:46		
"так вот
ну что же"	pues bien					2,0,11,10,7,6,1296,2017-10-07 15:48,2017-11-30 15:48	2,0,13,10,11,11,1362,2017-10-09 10:37,2017-12-05 04:37		
"так что
таким образом, что"	de forma que					2,0,34,22,5,4,418,2017-10-15 21:29,2017-11-02 07:29	2,0,11,10,11,11,1541,2017-10-10 21:47,2017-12-14 02:47		
"так
столь"	"tan

<u>tan</u> fuerte"					2,0,12,11,5,4,734,2017-10-12 21:24,2017-11-12 11:24	2,0,9,9,10,11,1739,2017-10-23 20:54,2018-01-04 07:54		
"так
таким образом"	"así

pero <u>así</u> me estoy sintiendo"					2,0,28,19,3,2,400,2017-10-07 15:47,2017-10-24 07:47	2,0,12,10,12,10,1574,2017-08-28 21:49,2017-11-02 11:49		
"такие
многие
столько"	"tantos

y aparecen <u>tantos</u> miedos que no me dejan pensar"					2,0,11,10,11,8,1501,2017-09-21 11:33,2017-11-23 00:33	2,0,10,10,10,11,1656,2017-10-23 10:50,2017-12-31 10:50		
такой	tanto					2,0,12,11,5,6,998,2017-10-19 11:09,2017-11-30 01:09	2,0,11,10,4,5,597,2017-10-19 11:16,2017-11-13 08:16	2,0,0,0,0,1,20,2017-04-26 17:22,2017-04-27 13:22	
"талия
пояс"	cintura					2,0,22,15,5,4,378,2017-10-15 21:28,2017-10-31 15:28	2,0,11,9,2,2,255,2017-10-15 21:06,2017-10-26 12:06		
там (ближе к собеседнику)	ahí					2,0,16,13,5,4,866,2017-10-15 21:32,2017-11-20 23:32	2,0,21,15,3,3,386,2017-10-09 10:25,2017-10-25 12:25		
там (более абстрактное)	"allá

La tradición de hacer vino proviene de <u>allá</u>, de Grecia
<u>allá</u> en el rancho grande
<u>allá</u> donde vivía
habia una rancherita
que alegre me decia"					2,0,11,10,3,2,393,2017-10-09 20:42,2017-10-26 05:42	2,0,9,9,9,7,1347,2017-08-28 21:41,2017-10-24 00:41		
там (более конкретно)	"allí

¿Recuerdas la casa de color rojo? Ahora Pedro vive <u>allí</u>"					2,0,11,9,1,2,143,2017-10-19 11:09,2017-10-25 10:09	2,0,14,12,5,5,823,2017-10-16 22:01,2017-11-20 05:01		
тамбурин	tamborìn					2,0,4,4,4,5,170,2017-10-20 21:25,2017-10-27 23:25	2,0,4,4,4,5,159,2017-10-20 09:01,2017-10-27 00:01		
таможня	"aduana

pasar por aduana"					2,0,14,11,3,2,444,2017-10-09 10:57,2017-10-27 22:57	2,0,9,9,9,7,1437,2017-09-22 10:15,2017-11-21 07:15		
танцевать	bailar								
таять	derretirse					2,0,5,5,5,6,299,2017-10-16 22:00,2017-10-29 09:00	2,0,5,5,5,6,347,2017-10-18 10:30,2017-11-01 21:30		
тележка	carrito								
теплица	invernadero					2,0,4,4,4,5,203,2017-10-20 21:25,2017-10-29 08:25	2,0,4,4,4,5,220,2017-10-23 10:41,2017-11-01 14:41		
тереть	frotar					2,0,9,8,9,8,779,2017-10-13 18:31,2017-11-15 05:31	2,0,9,8,4,5,521,2017-10-19 11:13,2017-11-10 04:13		
термос	termos					2,0,6,6,10,7,5195,2017-09-21 21:12,2018-04-26 08:12	2,0,6,6,9,7,1998,2017-08-28 21:56,2017-11-20 03:56		
"терпеть
выдержать
переносить (чувств)"	"soportar
aguantar

con otra idiota en mi lugar, que te <u>soporta</u>
fuera que no <u>aguanto</u> otra más de tus mentiras."					2,0,14,11,4,5,817,2017-10-16 10:25,2017-11-19 11:25	2,0,9,9,10,8,1737,2017-08-28 21:53,2017-11-09 06:53	2,0,0,0,0,1,85,2017-04-26 17:22,2017-04-30 06:22	
"терпеть
выносить
потакать"	tolerar								
"терпкий
шершавый"	àspero					2,0,12,9,8,9,526,2017-10-23 20:51,2017-11-14 18:51	2,0,10,8,7,7,403,2017-10-15 21:07,2017-11-01 16:07		
терять	perder					2,0,9,9,11,10,2190,2017-10-01 14:12,2017-12-31 20:12	2,0,8,8,9,7,1986,2017-09-25 10:25,2017-12-17 04:25		
тесто	masa					2,0,11,10,11,10,1503,2017-10-13 09:38,2017-12-15 00:38	2,0,11,10,4,4,501,2017-10-17 09:35,2017-11-07 06:35		
"тёща
свекровь"	suegra					2,0,6,6,7,4,1616,2017-09-21 20:58,2017-11-28 04:58	2,0,8,8,8,6,1634,2017-09-22 10:17,2017-11-29 12:17	2,0,0,0,0,1,83,2017-04-25 09:59,2017-04-28 20:59	
"типа того
что-то в этом роде"	algo así					2,0,11,10,3,2,468,2017-10-10 09:51,2017-10-29 21:51	2,0,26,17,6,4,1213,2017-10-01 13:54,2017-11-21 02:54	2,0,0,0,0,1,20,2017-04-26 17:24,2017-04-27 13:24	
"ткань
холст"	tela					2,0,17,14,9,8,1112,2017-10-03 21:22,2017-11-19 05:22	2,0,12,11,7,7,1318,2017-10-09 10:35,2017-12-03 08:35		
"ткать
вязать"	tejer					2,0,14,12,6,5,1229,2017-10-04 21:57,2017-11-25 02:57	2,0,14,11,2,3,250,2017-10-23 10:41,2017-11-02 20:41		
"то что
то кто"	lo que					2,0,14,12,6,3,765,2017-09-25 10:45,2017-10-27 07:45	2,0,11,10,11,9,1476,2017-09-22 10:15,2017-11-22 22:15		
"то
что"	lo cual					2,0,23,15,2,3,133,2017-10-19 20:55,2017-10-25 09:55	2,0,12,11,3,4,399,2017-10-19 21:01,2017-11-05 12:01		Одна фраза?
"тогда
затем"	entonces					2,0,25,15,2,3,64,2017-10-21 17:55,2017-10-24 09:55	2,0,21,15,3,4,147,2017-10-23 10:40,2017-10-29 13:40		
тоже	también					2,0,13,12,8,9,1813,2017-10-21 18:02,2018-01-05 07:02	2,0,9,9,11,9,3308,2017-09-26 21:31,2018-02-11 17:31		
тоже не	"tampoco

y <u>tampoco</u> soy perfecto
<u>tampoco</u> te queiro mentir"					2,0,15,13,12,9,1424,2017-09-21 20:51,2017-11-20 04:51	2,0,10,10,10,11,2007,2017-10-23 10:51,2018-01-15 01:51		
"толщина
толстый"	grueso					2,0,6,5,2,3,194,2017-10-22 20:23,2017-10-30 22:23	2,0,5,5,5,5,289,2017-10-17 09:34,2017-10-29 10:34		
"толщина
толща"	grosor					2,0,6,5,3,4,200,2017-10-18 19:37,2017-10-27 03:37	2,0,5,5,5,6,381,2017-10-19 21:00,2017-11-04 18:00		
"только что
недавно

(перед причастием)"	"recién

<u>recién</u> legaste de oficina"					2,0,10,10,10,7,1421,2017-09-21 20:51,2017-11-20 01:51	2,0,9,9,9,7,1478,2017-08-28 21:50,2017-10-29 11:50		
"тонкий
нежный"	"fino

vevidas <u>finas</u>"					2,0,15,12,3,4,189,2017-10-20 09:15,2017-10-28 06:15	2,0,10,10,10,11,2019,2017-10-23 10:51,2018-01-15 13:51		
"тонкий
пронзительный"	agudo					2,0,11,10,8,5,1094,2017-09-21 11:20,2017-11-06 01:20	2,0,23,18,8,8,423,2017-10-13 09:25,2017-10-31 00:25		
"тонкий
слабый
изящный"	sutil					2,0,12,9,5,6,351,2017-10-22 20:25,2017-11-06 11:25	2,0,9,8,9,9,651,2017-10-09 10:30,2017-11-05 13:30		
тонуть	"hundirse

yo <u>me hundo</u> en un mar"					2,0,12,11,6,5,1172,2017-10-03 09:11,2017-11-21 05:11	2,0,8,8,8,6,1363,2017-08-28 21:39,2017-10-24 16:39		
"топать
топать ногами <i>(в гневе)</i>"	patear								
"топор
факел"	hacha					2,0,5,5,5,6,307,2017-10-18 10:19,2017-10-31 05:19	2,0,5,5,5,5,286,2017-10-16 10:14,2017-10-28 08:14		
"торговец
продавец"	mercader					2,0,12,8,1,2,144,2017-10-23 20:51,2017-10-29 20:51	2,0,10,8,5,3,541,2017-10-06 00:00,2017-10-28 13:00		
"торговля
коммерция"	comercio					2,0,14,12,7,6,1316,2017-10-09 11:00,2017-12-03 07:00	2,0,10,10,10,8,1563,2017-09-22 10:16,2017-11-26 13:16	1,0,0,0,0,1,0,2017-04-26 17:25,1970-01-01 03:00	
торопиться	tener prisa					2,0,8,8,9,6,1997,2017-09-21 21:03,2017-12-14 02:03	2,0,8,8,11,9,4217,2017-09-22 10:25,2018-03-17 03:25		
торт	torta					2,0,3,3,3,4,111,2017-10-22 20:21,2017-10-27 11:21	2,0,3,3,3,4,143,2017-10-23 20:53,2017-10-29 19:53		
тост	brindis					2,0,11,10,6,7,1085,2017-10-23 20:51,2017-12-08 01:51	2,0,11,10,11,9,1374,2017-10-03 21:25,2017-11-30 03:25		
тот (о предметах далеко)	aquel					2,0,13,11,12,9,1833,2017-09-26 09:10,2017-12-11 18:10	2,0,13,11,1,2,132,2017-10-20 21:37,2017-10-26 09:37		
"тот же
тот самый"	mismo					2,0,9,9,9,8,1238,2017-10-09 20:42,2017-11-30 10:42	2,0,11,10,11,9,1037,2017-09-27 10:26,2017-11-09 15:26		
"тот
та"	aquello					2,0,30,17,2,3,70,2017-10-21 17:56,2017-10-24 15:56	2,0,14,11,5,5,598,2017-10-09 10:29,2017-11-03 08:29		
"тотчас
прямо сейчас"	"en seguida

debemos llegar al observatorio <u>en seguida</u>"					2,0,24,14,3,4,287,2017-10-20 09:16,2017-11-01 08:16	2,0,20,15,12,13,1937,2017-10-21 18:32,2018-01-10 11:32		Ahora mismo 
"точить
заострять"	afilar					2,0,5,5,5,4,338,2017-10-15 21:26,2017-10-29 23:26	2,0,5,5,5,6,312,2017-10-17 20:37,2017-10-30 20:37		
"точный
верный"	exacto					2,0,8,8,9,8,1385,2017-10-12 10:19,2017-12-09 03:19	2,0,9,9,9,7,1128,2017-09-29 08:58,2017-11-15 08:58		
тощий	flaco					2,0,10,9,3,2,399,2017-10-09 10:54,2017-10-26 01:54	2,0,10,10,10,8,1312,2017-10-03 09:01,2017-11-27 01:01		
"трава
марихуана"	hierba					2,0,8,8,8,9,1020,2017-10-23 20:50,2017-12-05 08:50	2,0,7,7,7,7,788,2017-10-16 20:36,2017-11-18 16:36		
"траты
расходы"	los gastos					2,0,15,12,5,4,790,2017-10-15 21:31,2017-11-17 19:31	2,0,13,11,3,4,337,2017-10-18 10:30,2017-11-01 11:30		
"требовательный
взыскательный"	exigente					2,0,9,9,9,8,1309,2017-10-09 10:59,2017-12-02 23:59	2,0,9,9,9,9,1542,2017-10-10 09:42,2017-12-13 15:42		
требовать	requerir					2,0,14,9,1,2,124,2017-10-19 11:08,2017-10-24 15:08	2,0,6,6,6,4,536,2017-10-05 09:22,2017-10-27 17:22		
"требовать
взыскивать"	exigir					2,0,17,14,6,7,1060,2017-10-22 20:28,2017-12-06 00:28	2,0,11,10,11,11,1369,2017-10-09 10:35,2017-12-05 11:35		
тренировка	entrenamiento					2,0,11,10,11,10,1427,2017-10-09 10:59,2017-12-07 21:59	2,0,22,14,1,2,131,2017-10-23 10:48,2017-10-28 21:48		
тростник	caña					2,0,8,8,9,6,1364,2017-08-30 10:41,2017-10-26 06:41	2,0,9,9,10,8,2365,2017-09-22 10:12,2017-12-29 23:12		
трофей	trofeo					2,0,7,7,9,6,1305,2017-09-21 11:21,2017-11-14 20:21	2,0,7,7,11,9,1869,2017-09-22 10:15,2017-12-09 07:15		
"труба
горн"	"<u>trompeta</u>

trompeta de elephante"					2,0,5,5,5,6,319,2017-10-18 10:19,2017-10-31 17:19	2,0,5,5,5,6,386,2017-10-18 19:40,2017-11-03 21:40		Исправить форматирование 
"трубопровод
система труб"	tubería					2,0,9,9,11,8,1785,2017-09-22 21:35,2017-12-06 06:35	2,0,8,8,9,7,1459,2017-08-28 21:41,2017-10-28 16:41		
трюк	"truco
juego de manos"					2,0,5,4,2,3,58,2017-10-23 10:26,2017-10-25 20:26	2,0,4,4,4,5,204,2017-10-21 18:28,2017-10-30 06:28		
трясти	sacudir					2,0,5,5,6,5,515,2017-10-05 09:33,2017-10-26 20:33	2,0,6,6,6,6,562,2017-10-09 10:30,2017-11-01 20:30		
"трястись
дрожать"	"temblar
"					2,0,10,10,11,8,2028,2017-09-21 21:03,2017-12-15 09:03	2,0,16,12,3,3,295,2017-10-11 20:27,2017-10-24 03:27		
"туча
облако"	nube								
тщеславный	vanidoso					2,0,8,8,9,6,1743,2017-09-21 21:02,2017-12-03 12:02	2,0,8,8,8,6,1525,2017-09-22 10:23,2017-11-24 23:23		
тяжело	"cuesta

y me <u>cuesta</u> imaginar lo que viendrá"					2,0,17,13,4,3,382,2017-10-11 10:48,2017-10-27 08:48	2,0,12,11,10,8,1706,2017-09-22 10:24,2017-12-02 12:24		
тянуть жребий	echar suerte					2,0,6,6,6,5,514,2017-10-12 21:23,2017-11-03 07:23	2,0,9,8,9,10,640,2017-10-18 19:39,2017-11-14 11:39		
"убежать
избежать"	escaparse					2,0,20,14,5,4,221,2017-10-15 21:23,2017-10-25 02:23	2,0,18,13,5,5,568,2017-10-09 10:27,2017-11-02 02:27		
"убежать
удрать"	huir					2,0,11,10,3,2,379,2017-10-09 10:55,2017-10-25 05:55	2,0,14,12,11,11,1607,2017-10-09 10:37,2017-12-15 09:37		
"убеждать
уговаривать"	persuadir					2,0,2,2,2,3,61,2017-10-22 20:19,2017-10-25 09:19	2,0,3,2,2,3,28,2017-10-23 10:33,2017-10-24 14:33		
"убеждать
уличать"	convencer					2,0,2,2,2,3,58,2017-10-22 20:20,2017-10-25 06:20	2,0,4,1,2,3,16,2017-10-23 10:33,2017-10-24 02:33		
убивать	matar					2,0,7,7,8,5,1777,2017-09-25 10:46,2017-12-08 11:46	2,0,9,9,10,8,1755,2017-08-28 21:52,2017-11-10 00:52		
"уважать
почитать"	respetar					2,0,22,13,2,3,68,2017-10-23 10:26,2017-10-26 06:26	2,0,9,9,9,7,1289,2017-09-30 12:00,2017-11-23 05:00		Venerar estimar
уважение	respeto					2,0,6,6,6,5,494,2017-10-11 10:49,2017-11-01 00:49	2,0,6,6,6,7,587,2017-10-21 18:30,2017-11-15 05:30		
уверять	"asegurar

Estoy aquí para siempre, te lo <u>aseguro</u>"					2,0,22,15,7,6,1269,2017-10-09 10:58,2017-12-01 07:58	2,0,11,10,4,5,659,2017-10-21 18:31,2017-11-18 05:31	2,0,0,0,0,1,22,2017-04-26 17:25,2017-04-27 15:25	
ударять	golpear					2,0,14,11,3,2,435,2017-10-09 10:54,2017-10-27 13:54	2,0,9,9,9,9,1433,2017-10-10 21:47,2017-12-09 14:47		
"удача
судьба"	"suerte

que la <u>suerte</u> sea <u>suerte</u>"					2,0,17,13,4,5,241,2017-10-22 20:24,2017-11-01 21:24	2,0,9,9,9,7,1493,2017-09-22 10:17,2017-11-23 15:17		
"удача
успех"	acierto					2,0,18,13,6,7,461,2017-10-20 21:27,2017-11-09 02:27	2,0,39,24,5,6,339,2017-10-23 20:53,2017-11-06 23:53		
удваивать	doblar					2,0,8,8,9,6,1525,2017-09-21 20:56,2017-11-24 09:56	2,0,8,8,9,7,1861,2017-09-22 10:11,2017-12-08 23:11		
уделять внимание	prestar atención					2,0,8,7,7,6,394,2017-10-10 21:43,2017-10-27 07:43	2,0,9,7,8,8,421,2017-10-10 09:41,2017-10-27 22:41		
удивиться	asombrarse					2,0,14,10,6,7,476,2017-10-18 19:38,2017-11-07 15:38	2,0,22,11,1,2,70,2017-10-23 10:47,2017-10-26 08:47		
"удивление
изумление
страх"	asombro			"1. m. Gran admiración o extrañeza.
2. m. Susto, espanto.
3. m. Persona o cosa asombrosa"		2,0,10,8,5,6,445,2017-10-16 10:24,2017-11-03 23:24	2,0,13,9,5,5,516,2017-10-15 21:08,2017-11-06 09:08		
"удивлять
поражать"	asombrar					2,0,22,10,1,2,155,2017-10-22 20:26,2017-10-29 07:26	2,0,29,16,7,7,322,2017-10-16 20:40,2017-10-30 06:40		
"удивлять
скучать"	extrañar					2,0,39,23,5,6,206,2017-10-21 17:57,2017-10-30 07:57	2,0,15,12,4,4,541,2017-10-15 21:11,2017-11-07 10:11		Asombrar vs extrañar
удобный	cómodo					2,0,8,8,10,7,2491,2017-09-21 21:10,2018-01-03 16:10	2,0,8,8,10,8,2442,2017-09-22 10:24,2018-01-02 04:24		
удобрение	fertilizante					2,0,7,7,8,5,1196,2017-09-21 11:13,2017-11-10 07:13	2,0,7,7,8,6,1199,2017-09-22 10:04,2017-11-11 09:04		
уже	"ya

yo <u>ya</u> no vivo aquí
<u>ya</u> hemos hablado de este"					2,0,18,13,6,3,936,2017-09-26 09:09,2017-11-04 09:09	2,0,9,9,10,8,1866,2017-09-22 10:25,2017-12-09 04:25		
ужинать	cenar					2,0,9,9,10,9,1928,2017-09-27 21:03,2017-12-17 05:03	2,0,8,8,8,6,1408,2017-09-22 10:17,2017-11-20 02:17		
"узкий
пролив"	estrecho					2,0,10,10,11,8,2070,2017-09-21 21:05,2017-12-17 03:05	2,0,8,8,9,7,1621,2017-08-28 21:53,2017-11-04 10:53		
"указывать
демонстировать"	indicar					2,0,3,3,3,4,107,2017-10-20 09:14,2017-10-24 20:14	2,0,6,5,5,6,118,2017-10-23 10:39,2017-10-28 08:39		Mostrar
"укорениться
обосноваться"	arraigarse					2,0,8,5,2,3,52,2017-10-21 17:54,2017-10-23 21:54	2,0,4,4,4,4,209,2017-10-15 21:03,2017-10-24 14:03		
"укромный уголок
закоулок"	rincón					2,0,10,10,10,7,1411,2017-09-21 11:38,2017-11-19 06:38	2,0,12,11,4,4,563,2017-10-16 20:37,2017-11-09 07:37		
"уладить
обделать"	"arreglar

<u>arreglar</u> un negocio"					2,0,13,11,4,5,495,2017-10-20 21:27,2017-11-10 12:27	2,0,9,9,9,7,1211,2017-10-02 10:13,2017-11-21 21:13		
улитка	caracol					2,0,17,13,6,3,953,2017-09-25 21:34,2017-11-04 14:34	2,0,10,9,2,3,250,2017-10-19 20:59,2017-10-30 06:59		
улица	calle								
"ум
талант"	ingenio					2,0,9,9,9,6,1351,2017-09-21 11:23,2017-11-16 18:23	2,0,14,11,2,3,109,2017-10-19 11:14,2017-10-24 00:14		
"уменьшать
сокращать"	reducir					2,0,9,9,9,6,1558,2017-09-21 20:57,2017-11-25 18:57	2,0,13,11,12,13,1944,2017-10-19 21:01,2018-01-08 21:01		
"умеренно
трезво"	sobriamente					2,0,2,2,2,3,69,2017-10-21 17:56,2017-10-24 14:56	2,0,4,3,4,5,55,2017-10-23 10:33,2017-10-25 17:33		
уметь (делать что-либо)	saber (inf)					2,0,10,10,11,8,2587,2017-09-21 21:11,2018-01-07 16:11	2,0,9,9,10,8,2544,2017-09-22 10:25,2018-01-06 10:25		
умирать	"mourirse

<u>me muero</u> de amor"					2,0,9,9,9,6,1784,2017-09-22 10:32,2017-12-05 18:32	2,0,8,8,9,7,1929,2017-08-28 21:53,2017-11-17 06:53		
"умный
осторожный
предусмотрительный"	prudente					2,0,5,5,5,4,247,2017-10-15 21:26,2017-10-26 04:26	2,0,5,5,5,6,336,2017-10-17 20:36,2017-10-31 20:36		
умываться	lavarse					2,0,9,9,9,8,1406,2017-10-07 15:52,2017-12-05 05:52	2,0,9,9,9,7,1195,2017-10-02 21:14,2017-11-21 16:14		
"уничтожать
истребить
травить <i>(крыс)</i>"	exterminar					2,0,2,2,2,3,70,2017-10-21 17:55,2017-10-24 15:55	2,0,3,3,3,4,95,2017-10-23 10:36,2017-10-27 09:36		
"управленец
менеджер"	ejecutivo					2,0,16,12,5,6,514,2017-10-22 20:27,2017-11-13 06:27	2,0,9,9,9,7,1265,2017-10-04 22:01,2017-11-26 15:01		
"управление
надзор"	supervisión					2,0,5,5,5,6,303,2017-10-22 20:25,2017-11-04 11:25	2,0,4,4,4,4,226,2017-10-16 20:34,2017-10-26 06:34		
"управление
руководство"	gestión					2,0,8,7,5,4,426,2017-10-15 21:30,2017-11-02 15:30	2,0,12,9,8,8,521,2017-10-17 09:34,2017-11-08 02:34		
управлять	manejar					2,0,9,9,10,7,1835,2017-09-21 21:03,2017-12-07 08:03	2,0,8,8,9,7,1675,2017-08-28 21:51,2017-11-06 16:51		
"упругий
оказывающий сопротивление"	resistente								
уровень	nivel					2,0,9,9,11,8,3552,2017-09-21 21:09,2018-02-16 21:09	2,0,8,8,9,7,1778,2017-08-28 21:52,2017-11-10 23:52	2,0,0,0,0,1,75,2017-04-26 11:00,2017-04-29 14:00	
"уродливый
ужасный"	"feo

mas <u>feo</u> apartamente"					2,0,18,14,5,4,793,2017-10-13 09:37,2017-11-15 10:37	2,0,10,10,10,8,1480,2017-09-22 10:22,2017-11-23 02:22		
"урожай
сбор урожая"	cosecha					2,0,5,5,5,6,275,2017-10-20 09:15,2017-10-31 20:15	2,0,4,4,4,4,197,2017-10-15 21:03,2017-10-24 02:03		
"усилие
напряжение"	esfuerzo					2,0,15,11,5,4,756,2017-10-15 21:31,2017-11-16 09:31	2,0,12,10,11,9,1246,2017-10-01 13:53,2017-11-22 11:53		
усложнять	complicar					2,0,9,8,3,2,391,2017-10-07 15:45,2017-10-23 22:45	2,0,8,8,9,7,1595,2017-09-22 10:22,2017-11-27 21:22		
успокаивать	calmar					2,0,10,9,6,5,1019,2017-10-01 21:58,2017-11-13 08:58	2,0,9,9,9,7,1247,2017-10-02 21:14,2017-11-23 20:14		
"уставать
притомиться"	cansarse					2,0,9,9,9,8,1297,2017-10-07 15:51,2017-11-30 16:51	2,0,14,11,4,5,546,2017-10-23 20:54,2017-11-15 14:54		
установить контакт	hacer contactos					2,0,9,9,10,7,2005,2017-09-21 21:00,2017-12-14 10:00	2,0,7,7,7,5,1389,2017-08-28 11:31,2017-10-25 08:31	2,0,0,0,0,1,18,2017-04-26 10:57,2017-04-27 04:57	
"устойчивый
стабильный"	estable					2,0,10,9,11,8,1739,2017-09-21 11:17,2017-12-02 22:17	2,0,10,9,5,3,798,2017-09-22 10:03,2017-10-25 16:03		
"устраивать
подходить
давать результат"	resultar								
"устраиваться
располагаться"	posar					2,0,2,2,2,3,62,2017-10-22 20:19,2017-10-25 10:19	2,0,2,1,1,2,21,2017-10-23 10:38,2017-10-24 07:38		
"утвердить
одобрить"	aprobar					2,0,28,18,2,3,246,2017-10-23 10:28,2017-11-02 16:28	2,0,9,9,9,7,1426,2017-08-28 11:37,2017-10-26 21:37		Abonar
ухо	oreja					2,0,11,10,8,7,1295,2017-10-09 10:57,2017-12-02 09:57	2,0,9,9,9,7,1350,2017-10-03 21:25,2017-11-29 03:25		
ученик	alumno					2,0,14,12,3,2,386,2017-10-09 10:57,2017-10-25 12:57	2,0,8,8,9,7,1616,2017-08-28 21:51,2017-11-04 05:51		
учить	"enseñar

es tu amor que me <u>enseña</u> a caminar"					2,0,10,10,11,8,1790,2017-09-21 21:02,2017-12-05 11:02	2,0,9,9,9,7,1691,2017-09-22 10:23,2017-12-01 21:23		
фамилия	apellido					2,0,11,10,5,2,790,2017-09-21 11:16,2017-10-24 09:16	2,0,11,10,10,8,1085,2017-09-25 10:26,2017-11-09 15:26		
фартук	delantal					2,0,10,8,7,6,400,2017-10-12 21:22,2017-10-29 13:22	2,0,8,7,6,6,527,2017-10-12 10:07,2017-11-03 09:07		
февраль	febrero					2,0,10,9,11,8,1510,2017-09-21 20:55,2017-11-23 18:55	2,0,7,7,11,9,4038,2017-09-22 10:26,2018-03-09 16:26		
"ферма
ранчо"	rancho					2,0,5,5,5,6,281,2017-10-18 13:03,2017-10-30 06:03	2,0,4,4,4,4,222,2017-10-15 21:03,2017-10-25 03:03		
"ферма
хутор"	granja					2,0,4,4,4,3,239,2017-10-15 21:25,2017-10-25 20:25	2,0,4,4,4,4,223,2017-10-15 21:05,2017-10-25 04:05		
фехтование	esgrima					2,0,13,11,5,4,690,2017-10-15 21:31,2017-11-13 15:31	2,0,9,9,9,7,1363,2017-10-03 08:59,2017-11-29 03:59		
